"No.","Time","Source","Destination","Protocol","Length","Info"
"6024","12:51:11.888617","192.168.43.9","172.217.17.46","UDP","70","65101  >  443 Len=28"
"6025","12:51:11.888730","192.168.43.9","172.217.17.46","UDP","70","65101  >  443 Len=28"
"6026","12:51:11.888732","172.217.17.46","192.168.43.9","UDP","1392","443  >  65101 Len=1350"
"6027","12:51:11.888733","172.217.17.46","192.168.43.9","UDP","1392","443  >  65101 Len=1350"
"6028","12:51:11.888836","192.168.43.9","172.217.17.46","UDP","70","65101  >  443 Len=28"
"6029","12:51:11.891135","172.217.17.46","192.168.43.9","UDP","1392","443  >  65101 Len=1350"
"6030","12:51:11.891138","172.217.17.46","192.168.43.9","UDP","1392","443  >  65101 Len=1350"
"6031","12:51:11.891138","172.217.17.46","192.168.43.9","UDP","1392","443  >  65101 Len=1350"
"6032","12:51:11.891139","104.16.117.145","192.168.43.9","TCP","54","443  >  50384 [ACK] Seq=473900 Ack=2740 Win=38912 Len=0"
"6033","12:51:11.891139","172.217.17.46","192.168.43.9","UDP","1392","443  >  65101 Len=1350"
"6034","12:51:11.891140","172.217.17.46","192.168.43.9","UDP","1392","443  >  65101 Len=1350"
"6035","12:51:11.891141","172.217.17.46","192.168.43.9","UDP","765","443  >  65101 Len=723"
"6036","12:51:11.891386","192.168.43.9","172.217.17.46","UDP","70","65101  >  443 Len=28"
"6037","12:51:11.891550","192.168.43.9","172.217.17.46","UDP","70","65101  >  443 Len=28"
"6038","12:51:11.891655","192.168.43.9","172.217.17.46","UDP","70","65101  >  443 Len=28"
"6039","12:51:11.903793","5a:b1:0f:29:24:fa","IntelCor_24:ee:01","ARP","42","Who has 192.168.43.9? Tell 192.168.43.1"
"6040","12:51:11.903812","IntelCor_24:ee:01","5a:b1:0f:29:24:fa","ARP","42","192.168.43.9 is at 80:86:f2:24:ee:01"
"6041","12:51:11.905160","104.16.117.145","192.168.43.9","TLSv1.3","1292","Application Data"
"6042","12:51:11.905161","104.16.117.145","192.168.43.9","TLSv1.3","85","Application Data"
"6043","12:51:11.905220","192.168.43.9","104.16.117.145","TCP","54","50384  >  443 [ACK] Seq=2740 Ack=475169 Win=527616 Len=0"
"6044","12:51:11.910395","104.16.117.145","192.168.43.9","TCP","1463","443  >  50384 [ACK] Seq=475169 Ack=2740 Win=38912 Len=1409 [TCP segment of a reassembled PDU]"
"6045","12:51:11.910397","104.16.117.145","192.168.43.9","TCP","1463","443  >  50384 [ACK] Seq=476578 Ack=2740 Win=38912 Len=1409 [TCP segment of a reassembled PDU]"
"6046","12:51:11.910471","192.168.43.9","104.16.117.145","TCP","54","50384  >  443 [ACK] Seq=2740 Ack=477987 Win=529152 Len=0"
"6047","12:51:11.913760","104.16.117.145","192.168.43.9","TCP","1463","443  >  50384 [ACK] Seq=477987 Ack=2740 Win=38912 Len=1409 [TCP segment of a reassembled PDU]"
"6048","12:51:11.913761","104.16.117.145","192.168.43.9","TCP","1463","443  >  50384 [ACK] Seq=479396 Ack=2740 Win=38912 Len=1409 [TCP segment of a reassembled PDU]"
"6049","12:51:11.913822","192.168.43.9","104.16.117.145","TCP","54","50384  >  443 [ACK] Seq=2740 Ack=480805 Win=529152 Len=0"
"6050","12:51:11.920094","104.16.117.145","192.168.43.9","TCP","1463","443  >  50384 [ACK] Seq=480805 Ack=2740 Win=38912 Len=1409 [TCP segment of a reassembled PDU]"
"6051","12:51:11.920097","104.16.117.145","192.168.43.9","TCP","1463","443  >  50384 [ACK] Seq=482214 Ack=2740 Win=38912 Len=1409 [TCP segment of a reassembled PDU]"
"6052","12:51:11.920164","192.168.43.9","104.16.117.145","TCP","54","50384  >  443 [ACK] Seq=2740 Ack=483623 Win=529152 Len=0"
"6053","12:51:11.927279","104.16.117.145","192.168.43.9","TCP","1463","443  >  50384 [ACK] Seq=483623 Ack=2740 Win=38912 Len=1409 [TCP segment of a reassembled PDU]"
"6054","12:51:11.927280","104.16.117.145","192.168.43.9","TCP","1463","443  >  50384 [ACK] Seq=485032 Ack=2740 Win=38912 Len=1409 [TCP segment of a reassembled PDU]"
"6055","12:51:11.927352","192.168.43.9","104.16.117.145","TCP","54","50384  >  443 [ACK] Seq=2740 Ack=486441 Win=529152 Len=0"
"6056","12:51:11.932080","104.16.117.145","192.168.43.9","TCP","1463","443  >  50384 [ACK] Seq=486441 Ack=2740 Win=38912 Len=1409 [TCP segment of a reassembled PDU]"
"6057","12:51:11.932084","104.16.117.145","192.168.43.9","TCP","1463","443  >  50384 [ACK] Seq=487850 Ack=2740 Win=38912 Len=1409 [TCP segment of a reassembled PDU]"
"6058","12:51:11.932085","104.16.117.145","192.168.43.9","TCP","1463","443  >  50384 [ACK] Seq=489259 Ack=2740 Win=38912 Len=1409 [TCP segment of a reassembled PDU]"
"6059","12:51:11.932086","104.16.117.145","192.168.43.9","TLSv1.3","924","Application Data, Application Data"
"6060","12:51:11.932180","192.168.43.9","104.16.117.145","TCP","54","50384  >  443 [ACK] Seq=2740 Ack=491538 Win=529152 Len=0"
"6061","12:51:11.934255","192.168.43.9","192.168.43.1","DNS","89","Standard query 0xcfb4 A d1z2jf7jlzjs58.cloudfront.net"
"6062","12:51:11.967783","192.168.43.9","172.217.17.46","UDP","421","65101  >  443 Len=379"
"6063","12:51:11.979755","192.168.43.1","192.168.43.9","DNS","153","Standard query response 0xcfb4 A d1z2jf7jlzjs58.cloudfront.net A 99.84.87.163 A 99.84.87.158 A 99.84.87.104 A 99.84.87.217"
"6064","12:51:11.980452","192.168.43.9","99.84.87.163","TCP","66","50402  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"6065","12:51:11.996815","192.168.43.9","34.246.18.29","TCP","54","50401  >  443 [ACK] Seq=9868 Ack=3615 Win=65792 Len=0"
"6066","12:51:12.021219","192.168.43.9","172.217.17.36","UDP","282","55897  >  443 Len=240"
"6067","12:51:12.021384","172.217.17.46","192.168.43.9","UDP","160","443  >  65101 Len=118"
"6068","12:51:12.021384","172.217.17.46","192.168.43.9","UDP","60","443  >  65101 Len=18"
"6069","12:51:12.021385","99.84.87.163","192.168.43.9","TCP","66","443  >  50402 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1409 SACK_PERM=1 WS=256"
"6070","12:51:12.021485","192.168.43.9","99.84.87.163","TCP","54","50402  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0"
"6071","12:51:12.021671","192.168.43.9","172.217.17.46","UDP","70","65101  >  443 Len=28"
"6072","12:51:12.022033","192.168.43.9","99.84.87.163","TLSv1.2","571","Client Hello"
"6073","12:51:12.042456","34.246.18.29","192.168.43.9","TLSv1.2","380","[TCP Spurious Retransmission] , Application Data"
"6074","12:51:12.042496","192.168.43.9","34.246.18.29","TCP","66","[TCP Dup ACK 6065#1] 50401  >  443 [ACK] Seq=9868 Ack=3615 Win=65792 Len=0 SLE=3289 SRE=3615"
"6075","12:51:12.080969","99.84.87.163","192.168.43.9","TCP","54","443  >  50402 [ACK] Seq=1 Ack=518 Win=30464 Len=0"
"6076","12:51:12.086532","99.84.87.163","192.168.43.9","TLSv1.2","1463","Server Hello"
"6077","12:51:12.086533","99.84.87.163","192.168.43.9","TCP","1463","443  >  50402 [ACK] Seq=1410 Ack=518 Win=30464 Len=1409 [TCP segment of a reassembled PDU]"
"6078","12:51:12.086535","99.84.87.163","192.168.43.9","TLSv1.2","1463","Certificate [TCP segment of a reassembled PDU]"
"6079","12:51:12.086535","99.84.87.163","192.168.43.9","TLSv1.2","768","Certificate Status, Server Key Exchange, Server Hello Done"
"6080","12:51:12.086592","192.168.43.9","99.84.87.163","TCP","54","50402  >  443 [ACK] Seq=518 Ack=4942 Win=66048 Len=0"
"6081","12:51:12.089469","192.168.43.9","99.84.87.163","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"6082","12:51:12.089643","192.168.43.9","99.84.87.163","TLSv1.2","630","Application Data"
"6083","12:51:12.092528","172.217.17.36","192.168.43.9","UDP","62","443  >  55897 Len=20"
"6084","12:51:12.096627","172.217.17.36","192.168.43.9","UDP","715","443  >  55897 Len=673"
"6085","12:51:12.100628","172.217.17.36","192.168.43.9","UDP","61","443  >  55897 Len=19"
"6086","12:51:12.100628","172.217.17.36","192.168.43.9","UDP","268","443  >  55897 Len=226"
"6087","12:51:12.100779","192.168.43.9","172.217.17.36","UDP","70","55897  >  443 Len=28"
"6088","12:51:12.127448","192.168.43.9","172.217.17.36","UDP","70","55897  >  443 Len=28"
"6089","12:51:12.153345","99.84.87.163","192.168.43.9","TCP","54","443  >  50402 [ACK] Seq=4942 Ack=644 Win=30464 Len=0"
"6090","12:51:12.153345","99.84.87.163","192.168.43.9","TLSv1.2","312","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"6091","12:51:12.153346","99.84.87.163","192.168.43.9","TLSv1.2","658","Application Data"
"6092","12:51:12.153346","99.84.87.163","192.168.43.9","TCP","1463","443  >  50402 [ACK] Seq=5804 Ack=1220 Win=31488 Len=1409 [TCP segment of a reassembled PDU]"
"6093","12:51:12.153349","99.84.87.163","192.168.43.9","TCP","1463","443  >  50402 [ACK] Seq=7213 Ack=1220 Win=31488 Len=1409 [TCP segment of a reassembled PDU]"
"6094","12:51:12.153350","99.84.87.163","192.168.43.9","TCP","1463","443  >  50402 [ACK] Seq=8622 Ack=1220 Win=31488 Len=1409 [TCP segment of a reassembled PDU]"
"6095","12:51:12.153351","99.84.87.163","192.168.43.9","TCP","1463","443  >  50402 [ACK] Seq=10031 Ack=1220 Win=31488 Len=1409 [TCP segment of a reassembled PDU]"
"6096","12:51:12.153351","99.84.87.163","192.168.43.9","TCP","1463","443  >  50402 [ACK] Seq=11440 Ack=1220 Win=31488 Len=1409 [TCP segment of a reassembled PDU]"
"6097","12:51:12.153441","192.168.43.9","99.84.87.163","TCP","54","50402  >  443 [ACK] Seq=1220 Ack=12849 Win=66048 Len=0"
"6098","12:51:12.154518","99.84.87.163","192.168.43.9","TCP","1463","443  >  50402 [ACK] Seq=12849 Ack=1220 Win=31488 Len=1409 [TCP segment of a reassembled PDU]"
"6099","12:51:12.154519","99.84.87.163","192.168.43.9","TCP","1463","443  >  50402 [ACK] Seq=14258 Ack=1220 Win=31488 Len=1409 [TCP segment of a reassembled PDU]"
"6100","12:51:12.154519","99.84.87.163","192.168.43.9","TCP","1463","443  >  50402 [ACK] Seq=15667 Ack=1220 Win=31488 Len=1409 [TCP segment of a reassembled PDU]"
"6101","12:51:12.154555","192.168.43.9","99.84.87.163","TCP","54","50402  >  443 [ACK] Seq=1220 Ack=17076 Win=66048 Len=0"
"6102","12:51:12.156347","99.84.87.163","192.168.43.9","TCP","1463","443  >  50402 [ACK] Seq=17076 Ack=1220 Win=31488 Len=1409 [TCP segment of a reassembled PDU]"
"6103","12:51:12.159819","99.84.87.163","192.168.43.9","TCP","1463","443  >  50402 [ACK] Seq=18485 Ack=1220 Win=31488 Len=1409 [TCP segment of a reassembled PDU]"
"6104","12:51:12.159875","192.168.43.9","99.84.87.163","TCP","54","50402  >  443 [ACK] Seq=1220 Ack=19894 Win=66048 Len=0"
"6105","12:51:12.161917","99.84.87.163","192.168.43.9","TCP","1463","443  >  50402 [ACK] Seq=19894 Ack=1220 Win=31488 Len=1409 [TCP segment of a reassembled PDU]"
"6106","12:51:12.161920","99.84.87.163","192.168.43.9","TLSv1.2","956","Application Data, Application Data"
"6107","12:51:12.161971","192.168.43.9","99.84.87.163","TCP","54","50402  >  443 [ACK] Seq=1220 Ack=22205 Win=66048 Len=0"
"6108","12:51:12.195375","192.168.43.9","192.168.43.1","DNS","83","Standard query 0xb6cd A cdn-static-1.medium.com"
"6109","12:51:12.239776","192.168.43.1","192.168.43.9","DNS","163","Standard query response 0xb6cd A cdn-static-1.medium.com A 104.16.117.145 A 104.16.121.145 A 104.16.119.145 A 104.16.118.145 A 104.16.120.145"
"6110","12:51:12.240536","192.168.43.9","104.16.117.145","TLSv1.3","211","Application Data"
"6111","12:51:12.318883","104.16.117.145","192.168.43.9","TLSv1.3","1064","Application Data"
"6112","12:51:12.318884","104.16.117.145","192.168.43.9","TLSv1.3","85","Application Data"
"6113","12:51:12.318932","192.168.43.9","104.16.117.145","TCP","54","50384  >  443 [ACK] Seq=2897 Ack=492579 Win=528128 Len=0"
"6114","12:51:12.354576","52.1.147.205","192.168.43.9","TLSv1.2","712","Application Data"
"6115","12:51:12.387703","192.168.43.9","172.217.17.36","UDP","282","55897  >  443 Len=240"
"6116","12:51:12.395639","192.168.43.9","52.1.147.205","TCP","54","50382  >  443 [ACK] Seq=12199 Ack=64718 Win=65024 Len=0"
"6117","12:51:12.408954","52.1.147.205","192.168.43.9","TCP","1463","443  >  50382 [ACK] Seq=64718 Ack=12199 Win=57216 Len=1409 [TCP segment of a reassembled PDU]"
"6118","12:51:12.408955","52.1.147.205","192.168.43.9","TLSv1.2","302","Application Data"
"6119","12:51:12.409033","192.168.43.9","52.1.147.205","TCP","54","50382  >  443 [ACK] Seq=12199 Ack=66375 Win=66048 Len=0"
"6120","12:51:12.464496","172.217.17.36","192.168.43.9","UDP","62","443  >  55897 Len=20"
"6121","12:51:12.467678","172.217.17.36","192.168.43.9","UDP","646","443  >  55897 Len=604"
"6122","12:51:12.467678","172.217.17.36","192.168.43.9","UDP","61","443  >  55897 Len=19"
"6123","12:51:12.467678","172.217.17.36","192.168.43.9","UDP","110","443  >  55897 Len=68"
"6124","12:51:12.467903","192.168.43.9","172.217.17.36","UDP","70","55897  >  443 Len=28"
"6125","12:51:12.493635","192.168.43.9","172.217.17.36","UDP","70","55897  >  443 Len=28"
"6126","12:51:12.541638","192.168.43.9","192.168.43.1","DNS","95","Standard query 0x4013 A srv-2019-11-21-11.pixel.parsely.com"
"6127","12:51:12.589824","192.168.43.1","192.168.43.9","DNS","223","Standard query response 0x4013 A srv-2019-11-21-11.pixel.parsely.com A 3.214.21.98 A 34.236.210.49 A 52.0.186.222 A 34.231.83.215 A 54.84.128.185 A 3.214.164.119 A 34.230.243.129 A 54.158.46.6"
"6128","12:51:12.590531","192.168.43.9","3.214.21.98","TCP","66","50403  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"6129","12:51:12.712525","3.214.21.98","192.168.43.9","TCP","66","443  >  50403 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1409 SACK_PERM=1 WS=256"
"6130","12:51:12.712605","192.168.43.9","3.214.21.98","TCP","54","50403  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0"
"6131","12:51:12.712836","192.168.43.9","3.214.21.98","TLSv1.2","571","Client Hello"
"6132","12:51:12.841015","3.214.21.98","192.168.43.9","TCP","54","443  >  50403 [ACK] Seq=1 Ack=518 Win=28160 Len=0"
"6133","12:51:12.852229","3.214.21.98","192.168.43.9","TLSv1.2","1463","Server Hello"
"6134","12:51:12.852230","3.214.21.98","192.168.43.9","TLSv1.2","1463","Certificate [TCP segment of a reassembled PDU]"
"6135","12:51:12.852230","3.214.21.98","192.168.43.9","TLSv1.2","266","Server Key Exchange, Server Hello Done"
"6136","12:51:12.852273","192.168.43.9","3.214.21.98","TCP","54","50403  >  443 [ACK] Seq=518 Ack=3031 Win=66048 Len=0"
"6137","12:51:12.857158","192.168.43.9","3.214.21.98","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"6138","12:51:12.988256","3.214.21.98","192.168.43.9","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"6139","12:51:12.988999","192.168.43.9","3.214.21.98","TLSv1.2","1299","Application Data"
"6140","12:51:13.080426","192.168.43.9","172.217.17.36","UDP","282","55897  >  443 Len=240"
"6141","12:51:13.102753","192.168.43.9","52.1.147.205","TLSv1.2","156","Application Data"
"6142","12:51:13.102859","192.168.43.9","52.1.147.205","TLSv1.2","312","Application Data"
"6143","12:51:13.141960","3.214.21.98","192.168.43.9","TLSv1.2","312","Application Data"
"6144","12:51:13.145015","192.168.43.9","3.223.250.173","TLSv1.2","655","Application Data"
"6145","12:51:13.145208","192.168.43.9","3.223.250.173","TLSv1.2","1002","Application Data"
"6146","12:51:13.162418","172.217.17.36","192.168.43.9","UDP","62","443  >  55897 Len=20"
"6147","12:51:13.170638","172.217.17.36","192.168.43.9","UDP","671","443  >  55897 Len=629"
"6148","12:51:13.170638","172.217.17.36","192.168.43.9","UDP","61","443  >  55897 Len=19"
"6149","12:51:13.170638","172.217.17.36","192.168.43.9","UDP","214","443  >  55897 Len=172"
"6150","12:51:13.170888","192.168.43.9","172.217.17.36","UDP","70","55897  >  443 Len=28"
"6151","12:51:13.182426","192.168.43.9","3.214.21.98","TCP","54","50403  >  443 [ACK] Seq=1889 Ack=3340 Win=65792 Len=0"
"6152","12:51:13.196487","192.168.43.9","172.217.17.36","UDP","70","55897  >  443 Len=28"
"6153","12:51:13.233565","52.1.147.205","192.168.43.9","TCP","54","443  >  50382 [ACK] Seq=66375 Ack=12559 Win=60032 Len=0"
"6154","12:51:13.233566","52.1.147.205","192.168.43.9","TLSv1.2","96","Application Data"
"6155","12:51:13.252914","52.1.147.205","192.168.43.9","TLSv1.2","326","Application Data"
"6156","12:51:13.252958","192.168.43.9","52.1.147.205","TCP","54","50382  >  443 [ACK] Seq=12559 Ack=66689 Win=65792 Len=0"
"6157","12:51:13.285137","3.223.250.173","192.168.43.9","TCP","54","443  >  50389 [ACK] Seq=3863 Ack=4068 Win=39168 Len=0"
"6158","12:51:13.293840","3.223.250.173","192.168.43.9","TLSv1.2","440","Application Data"
"6159","12:51:13.335457","192.168.43.9","3.223.250.173","TCP","54","50389  >  443 [ACK] Seq=4068 Ack=4249 Win=65280 Len=0"
"6160","12:51:13.624987","192.168.43.9","96.22.147.168","UDP","107","6881  >  50321 Len=65"
"6161","12:51:13.782858","96.22.147.168","192.168.43.9","UDP","120","50321  >  6881 Len=78"
"6162","12:51:14.100763","192.168.43.9","192.168.43.1","DNS","90","Standard query 0x75cd A collector-medium.lightstep.com"
"6163","12:51:14.161635","192.168.43.1","192.168.43.9","DNS","197","Standard query response 0x75cd A collector-medium.lightstep.com CNAME mediumexternalcollectorlb-1263576664.us-east-1.elb.amazonaws.com A 54.164.26.255 A 34.192.124.59"
"6164","12:51:14.162200","192.168.43.9","54.164.26.255","TCP","66","50404  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"6165","12:51:14.169410","192.168.43.9","172.217.17.36","UDP","282","55897  >  443 Len=240"
"6166","12:51:14.242082","172.217.17.36","192.168.43.9","UDP","62","443  >  55897 Len=20"
"6167","12:51:14.242083","172.217.17.36","192.168.43.9","UDP","992","443  >  55897 Len=950"
"6168","12:51:14.246141","172.217.17.36","192.168.43.9","UDP","61","443  >  55897 Len=19"
"6169","12:51:14.246142","172.217.17.36","192.168.43.9","UDP","223","443  >  55897 Len=181"
"6170","12:51:14.246351","192.168.43.9","172.217.17.36","UDP","70","55897  >  443 Len=28"
"6171","12:51:14.272998","192.168.43.9","172.217.17.36","UDP","70","55897  >  443 Len=28"
"6172","12:51:14.295426","54.164.26.255","192.168.43.9","TCP","66","443  >  50404 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1409 SACK_PERM=1 WS=256"
"6173","12:51:14.295500","192.168.43.9","54.164.26.255","TCP","54","50404  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0"
"6174","12:51:14.295723","192.168.43.9","54.164.26.255","TLSv1.2","571","Client Hello"
"6175","12:51:14.394764","192.168.43.9","172.217.17.36","UDP","282","55897  >  443 Len=240"
"6176","12:51:14.437183","54.164.26.255","192.168.43.9","TCP","54","443  >  50404 [ACK] Seq=1 Ack=518 Win=28160 Len=0"
"6177","12:51:14.437184","54.164.26.255","192.168.43.9","TLSv1.2","1463","Server Hello"
"6178","12:51:14.437184","54.164.26.255","192.168.43.9","TLSv1.2","1463","Certificate [TCP segment of a reassembled PDU]"
"6179","12:51:14.437185","54.164.26.255","192.168.43.9","TLSv1.2","224","Server Key Exchange, Server Hello Done"
"6180","12:51:14.437242","192.168.43.9","54.164.26.255","TCP","54","50404  >  443 [ACK] Seq=518 Ack=2989 Win=66048 Len=0"
"6181","12:51:14.442319","192.168.43.9","54.164.26.255","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"6182","12:51:14.442516","192.168.43.9","54.164.26.255","TLSv1.2","147","Application Data"
"6183","12:51:14.442719","192.168.43.9","54.164.26.255","TLSv1.2","510","Application Data"
"6184","12:51:14.473641","172.217.17.36","192.168.43.9","UDP","62","443  >  55897 Len=20"
"6185","12:51:14.473642","172.217.17.36","192.168.43.9","UDP","667","443  >  55897 Len=625"
"6186","12:51:14.477541","172.217.17.36","192.168.43.9","UDP","61","443  >  55897 Len=19"
"6187","12:51:14.477541","172.217.17.36","192.168.43.9","UDP","165","443  >  55897 Len=123"
"6188","12:51:14.477753","192.168.43.9","172.217.17.36","UDP","70","55897  >  443 Len=28"
"6189","12:51:14.504686","192.168.43.9","172.217.17.36","UDP","70","55897  >  443 Len=28"
"6190","12:51:14.575601","54.164.26.255","192.168.43.9","TCP","54","443  >  50404 [ACK] Seq=2989 Ack=737 Win=28160 Len=0"
"6191","12:51:14.575602","54.164.26.255","192.168.43.9","TLSv1.2","328","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"6192","12:51:14.575602","54.164.26.255","192.168.43.9","TLSv1.2","132","Application Data"
"6193","12:51:14.575602","54.164.26.255","192.168.43.9","TLSv1.2","257","Application Data"
"6194","12:51:14.575654","192.168.43.9","54.164.26.255","TCP","54","50404  >  443 [ACK] Seq=1193 Ack=3544 Win=65536 Len=0"
"6195","12:51:14.576383","192.168.43.9","54.164.26.255","TLSv1.2","92","Application Data"
"6196","12:51:14.579889","192.168.43.9","54.164.26.255","TLSv1.2","185","Application Data"
"6197","12:51:14.579985","192.168.43.9","54.164.26.255","TLSv1.2","518","Application Data"
"6198","12:51:14.593805","192.168.43.9","172.217.17.36","UDP","283","55897  >  443 Len=241"
"6199","12:51:14.660586","172.217.17.36","192.168.43.9","UDP","62","443  >  55897 Len=20"
"6200","12:51:14.664443","172.217.17.36","192.168.43.9","UDP","510","443  >  55897 Len=468"
"6201","12:51:14.668281","172.217.17.36","192.168.43.9","UDP","61","443  >  55897 Len=19"
"6202","12:51:14.668488","192.168.43.9","172.217.17.36","UDP","70","55897  >  443 Len=28"
"6203","12:51:14.669338","172.217.17.36","192.168.43.9","UDP","211","443  >  55897 Len=169"
"6204","12:51:14.695940","192.168.43.9","172.217.17.36","UDP","70","55897  >  443 Len=28"
"6205","12:51:14.715664","54.164.26.255","192.168.43.9","TCP","54","443  >  50404 [ACK] Seq=3544 Ack=1826 Win=31232 Len=0"
"6206","12:51:14.715665","54.164.26.255","192.168.43.9","TLSv1.2","385","Application Data"
"6207","12:51:14.715665","54.164.26.255","192.168.43.9","TLSv1.2","92","Application Data"
"6208","12:51:14.715721","192.168.43.9","54.164.26.255","TCP","54","50404  >  443 [ACK] Seq=1826 Ack=3913 Win=65280 Len=0"
"6209","12:51:14.772573","192.168.43.9","172.217.17.36","UDP","284","55897  >  443 Len=242"
"6210","12:51:14.853606","172.217.17.36","192.168.43.9","UDP","62","443  >  55897 Len=20"
"6211","12:51:14.853606","172.217.17.36","192.168.43.9","UDP","522","443  >  55897 Len=480"
"6212","12:51:14.857540","172.217.17.36","192.168.43.9","UDP","61","443  >  55897 Len=19"
"6213","12:51:14.857540","172.217.17.36","192.168.43.9","UDP","288","443  >  55897 Len=246"
"6214","12:51:14.857749","192.168.43.9","172.217.17.36","UDP","70","55897  >  443 Len=28"
"6215","12:51:14.884739","192.168.43.9","172.217.17.36","UDP","70","55897  >  443 Len=28"
"6216","12:51:14.933152","192.168.43.9","172.217.17.36","UDP","285","55897  >  443 Len=243"
"6217","12:51:15.012599","172.217.17.36","192.168.43.9","UDP","62","443  >  55897 Len=20"
"6218","12:51:15.012600","172.217.17.36","192.168.43.9","UDP","509","443  >  55897 Len=467"
"6219","12:51:15.012600","172.217.17.36","192.168.43.9","UDP","61","443  >  55897 Len=19"
"6220","12:51:15.012899","192.168.43.9","172.217.17.36","UDP","70","55897  >  443 Len=28"
"6221","12:51:15.015625","172.217.17.36","192.168.43.9","UDP","195","443  >  55897 Len=153"
"6222","12:51:15.042133","192.168.43.9","172.217.17.36","UDP","70","55897  >  443 Len=28"
"6223","12:51:15.137910","192.168.43.9","172.217.17.36","UDP","285","55897  >  443 Len=243"
"6224","12:51:15.212571","172.217.17.36","192.168.43.9","UDP","62","443  >  55897 Len=20"
"6225","12:51:15.231774","172.217.17.36","192.168.43.9","UDP","521","443  >  55897 Len=479"
"6226","12:51:15.231774","172.217.17.36","192.168.43.9","UDP","61","443  >  55897 Len=19"
"6227","12:51:15.231775","172.217.17.36","192.168.43.9","UDP","268","443  >  55897 Len=226"
"6228","12:51:15.232001","192.168.43.9","172.217.17.36","UDP","70","55897  >  443 Len=28"
"6229","12:51:15.258769","192.168.43.9","172.217.17.36","UDP","70","55897  >  443 Len=28"
"6230","12:51:15.600399","192.168.43.9","172.217.17.36","UDP","285","55897  >  443 Len=243"
"6231","12:51:15.683207","172.217.17.36","192.168.43.9","UDP","515","443  >  55897 Len=473"
"6232","12:51:15.687205","172.217.17.36","192.168.43.9","UDP","61","443  >  55897 Len=19"
"6233","12:51:15.687206","172.217.17.36","192.168.43.9","UDP","152","443  >  55897 Len=110"
"6234","12:51:15.687413","192.168.43.9","172.217.17.36","UDP","70","55897  >  443 Len=28"
"6235","12:51:15.701112","192.168.43.9","172.217.17.36","UDP","292","55897  >  443 Len=250"
"6236","12:51:15.775976","172.217.17.36","192.168.43.9","UDP","62","443  >  55897 Len=20"
"6237","12:51:15.783889","172.217.17.36","192.168.43.9","UDP","527","443  >  55897 Len=485"
"6238","12:51:15.783890","172.217.17.36","192.168.43.9","UDP","61","443  >  55897 Len=19"
"6239","12:51:15.783891","172.217.17.36","192.168.43.9","UDP","153","443  >  55897 Len=111"
"6240","12:51:15.784147","192.168.43.9","172.217.17.36","UDP","70","55897  >  443 Len=28"
"6241","12:51:15.810104","192.168.43.9","172.217.17.36","UDP","70","55897  >  443 Len=28"
"6242","12:51:15.979345","192.168.43.9","172.217.17.36","UDP","286","55897  >  443 Len=244"
"6243","12:51:16.062947","172.217.17.36","192.168.43.9","UDP","62","443  >  55897 Len=20"
"6244","12:51:16.063613","172.217.17.36","192.168.43.9","UDP","547","443  >  55897 Len=505"
"6245","12:51:16.073105","172.217.17.36","192.168.43.9","UDP","61","443  >  55897 Len=19"
"6246","12:51:16.073106","172.217.17.36","192.168.43.9","UDP","175","443  >  55897 Len=133"
"6247","12:51:16.073316","192.168.43.9","172.217.17.36","UDP","70","55897  >  443 Len=28"
"6248","12:51:16.098797","192.168.43.9","172.217.17.36","UDP","70","55897  >  443 Len=28"
"6249","12:51:16.098940","192.168.43.9","54.164.26.255","TLSv1.2","133","Application Data"
"6250","12:51:16.099001","192.168.43.9","54.164.26.255","TLSv1.2","524","Application Data"
"6251","12:51:16.235460","54.164.26.255","192.168.43.9","TCP","54","443  >  50404 [ACK] Seq=3913 Ack=2375 Win=32256 Len=0"
"6252","12:51:16.235460","54.164.26.255","192.168.43.9","TLSv1.2","385","Application Data"
"6253","12:51:16.235461","54.164.26.255","192.168.43.9","TLSv1.2","92","Application Data"
"6254","12:51:16.235508","192.168.43.9","54.164.26.255","TCP","54","50404  >  443 [ACK] Seq=2375 Ack=4282 Win=64768 Len=0"
"6255","12:51:17.101611","192.168.43.9","52.1.147.205","TLSv1.2","139","Application Data"
